city,state_id,lat,lng,population,zips
Bolingbrook,IL,41.6901,-88.1021,73813,60490 60440
Ellicott City,MD,39.2774,-76.8345,73737,21042 21043 21041
Alexandria,LA,31.2923,-92.4702,73457,71302 71303 71301 71307 71309 71315 71348
Battle Creek,MI,42.2985,-85.2296,73448,49015 49037 49016
New Britain,CT,41.6759,-72.7862,73301,06052 06053 06051 06050
Sheboygan,WI,43.7403,-87.7316,73268,53083 53081
Brunswick,GA,31.1449,-81.4746,73159,31520 31521
Altoona,PA,40.5082,-78.4007,73070,16601 16602 16603
Lodi,CA,38.1218,-121.2932,72996,95240 95242
Redlands,CA,34.0512,-117.1712,72985,92359 92373 92374 92346 92375
Caguas,PR,18.2319,-66.0388,72862,00725 00727 00726
Dale City,VA,38.6473,-77.3459,72793,22193
Glen Burnie,MD,39.156,-76.6071,72772,21060 21061 21108 21062
Mount Vernon,NY,40.9136,-73.8291,72528,10552 10553 10550 10551
Lakeville,MN,44.6774,-93.252,72480,55044
Dover,NH,43.1887,-70.8845,72476,03820 03821
Lebanon,PA,40.3412,-76.4228,72475,17046 17042
Rocklin,CA,38.8075,-121.2489,72340,95677 95765
Framingham,MA,42.3085,-71.4368,72013,01701 01702 01703 01704 01705
Wesley Chapel,FL,28.2106,-82.3238,71965,33543 33545 33559 33544
Noblesville,IN,40.0355,-86.0042,71940,46060 46062 46061
Tamarac,FL,26.2056,-80.2539,71887,33321 33319 33359
Centreville,VA,38.839,-77.4389,71885,20120 20124 20121
Poinciana,FL,28.1217,-81.4821,71665,33896 34758 34759
Fairbanks,AK,64.8353,-147.6533,71555,99701 99703 99712
Lake Elsinore,CA,33.6847,-117.3344,71516,92570 92532 92530
Camden,NJ,39.9361,-75.1073,71471,08104 08105 08102 08103 08101
Rogers,AR,36.317,-94.1531,71411,72758 72756 72716 72757
Blaine,MN,45.1696,-93.2077,71261,55014 55434 55449
Wilmington,DE,39.7415,-75.5416,71124,19802 19801 19806 19805 19809 19850 19880 19884 19885 19886 19890 19893 19894 19895 19896 19898 19899
St. Charles,MO,38.7954,-90.5157,71048,63301 63303 63302
Blacksburg,VA,37.23,-80.4279,71014,24061 24060 24062 24063 24111
Waukesha,WI,43.0087,-88.2464,70779,53186 53188 53189 53187
Casas Adobes,AZ,32.3423,-111.0113,70770,85704 85741 85742 85752
Baldwin Park,CA,34.0829,-117.9722,70720,91706
Cleveland,TN,35.1817,-84.8707,70578,37312 37311 37320
Dublin,CA,37.7161,-121.8963,70542,94568
Ankeny,IA,41.7288,-93.6031,70542,50023 50021
Maple Grove,MN,45.1089,-93.4626,70539,55369 55311
Bayonne,NJ,40.6668,-74.1158,70468,07002
North Richland Hills,TX,32.8604,-97.218,70338,76180 76182 76185
Eastvale,CA,33.9617,-117.5803,70179,92880 91752
Guaynabo,PR,18.3832,-66.1134,70087,00971 00934 00962 00966 00965 00968 00969 00970
Glens Falls,NY,43.3109,-73.6458,70005,12801
Longview,WA,46.1461,-122.963,70004,98632
Tulare,CA,36.1995,-119.34,69984,93274 93275
Conway,AR,35.0753,-92.4692,69918,72032 72035 72034
West Des Moines,IA,41.5521,-93.7806,69893,50265 50266 50336 50339 50359 50360 50361 50362 50363 50364 50367 50368 50369 50398
Redondo Beach,CA,33.8577,-118.3765,69814,90278 90277
Walnut Creek,CA,37.9024,-122.0399,69790,94597 94598 94596 94595
Passaic,NJ,40.8574,-74.1282,69651,07055
Porterville,CA,36.0643,-119.0338,69616,93257
Maricopa,AZ,33.0408,-112.0011,69554,85138 85139
Fajardo,PR,18.3331,-65.6589,69381,00740 00738
Spring Hill,TN,35.7437,-86.9116,69298,37174 37179
Gaithersburg,MD,39.1346,-77.2131,69225,20899 20878 20879 20877 20884 20885 20898
El Paso de Robles,CA,35.6394,-120.656,69218,93446 93447
East Orange,NJ,40.7651,-74.2117,69183,07018 07017 07019
Sumter,SC,33.9392,-80.393,68914,29154 29152 29153 29150 29151
Grand Forks,ND,47.9214,-97.0884,68853,58202 58203 58201 58206 58208
Bristol,TN,36.5572,-82.2154,68737,37620 37621 37625
Michigan City,IN,41.7092,-86.869,68617,46360 46361
Gary,IN,41.5905,-87.3473,68604,46409 46408 46407 46406 46405 46404 46403 46402
Dubuque,IA,42.5002,-90.707,68567,52002 52003 52001 52004 52099
Schenectady,NY,42.8025,-73.9275,68521,12305 12304 12307 12309 12308 12301 12325 12345
Casper,WY,42.842,-106.3208,68438,82604 82601 82609 82602 82605
Hanford,CA,36.3274,-119.6549,68276,93230
Shawnee,KS,39.0158,-94.8076,68175,66214 66217 66218 66227 66216 66203 66226 66286
South Hill,WA,47.1198,-122.2853,68161,98374 98375 98373
Eagan,MN,44.817,-93.1638,68158,55121 55122 55123
Union City,CA,37.6032,-122.0181,68141,94587 94552
Weston,FL,26.1006,-80.4054,67952,33326 33327 33331 33332
Kankakee,IL,41.102,-87.8643,67925,60901
Leander,TX,30.5728,-97.8618,67880,78641 78646
Hammond,LA,30.5061,-90.4563,67874,70402 70403 70401 70404
Corvallis,OR,44.5698,-123.2779,67769,97333 97331 97330 97339
Apex,NC,35.7237,-78.8743,67765,27502 27523 27539
Yorba Linda,CA,33.889,-117.7714,67407,92886 92887 92885
Bethesda,MD,38.9866,-77.1188,67403,20892 20894 20814 20815 20816 20817 20889 20810 20811 20824
Haverhill,MA,42.7838,-71.0871,67387,01832 01830 01835 01831
Palo Alto,CA,37.3905,-122.1468,67231,94028 94022 94303 94301 94306 94304 94302
Rockville,MD,39.0834,-77.1553,67218,20850 20851 20852 20847 20848 20849 20857
Spring,TX,30.0613,-95.383,67103,77373 77383 77387
Delray Beach,FL,26.455,-80.0905,66940,33445 33444 33483 33448 33482
Watsonville,CA,36.9206,-121.7708,66842,95076 95019 95077
Mount Vernon,WA,48.4203,-122.3115,66704,98274 98273
Palatine,IL,42.118,-88.043,66548,60074 60067 60055 60095
Victoria,TX,28.8287,-96.9849,66523,77901 77904 77905 77902 77903
Skokie,IL,42.036,-87.74,66427,60076 60077 60203
Morristown,TN,36.2043,-83.3001,66407,37813 37814 37815
Sammamish,WA,47.6017,-122.0416,66375,98029 98075 98074
Union City,NJ,40.7675,-74.0323,66375,07087
Queen Creek,AZ,33.2454,-111.6173,66369,85142 85140
Alpharetta,GA,34.0704,-84.2738,66355,30022 30004 30005 30009 30023
Lima,OH,40.741,-84.112,66286,45801 45804 45805
Novi,MI,42.4786,-83.4893,66224,48377 48375 48374 48167 48376
Great Falls,MT,47.5022,-111.2996,66175,59404 59401 59405 59406
Ames,IA,42.0256,-93.6217,66112,50014 50013 50012 50010 50011
Juana Díaz,PR,18.0532,-66.5044,66102,00795
Malden,MA,42.4305,-71.0576,65509,02148
Dundalk,MD,39.2704,-76.4942,65441,21222 21224
Albany,OR,44.6272,-123.0965,65410,97321 97322
Castro Valley,CA,37.7088,-122.0626,65389,94546 94552 94578
Dalton,GA,34.769,-84.972,65317,30721 30720 30719 30722
Lynwood,CA,33.924,-118.2016,65291,90262
Pflugerville,TX,30.4515,-97.6018,65162,78660 78691
Sebring,FL,27.477,-81.453,65138,33870 33875 33871
Kenner,LA,30.0109,-90.2549,65113,70065 70062 70063 70064 70097 70141
Port Charlotte,FL,26.9918,-82.114,64971,33954 33952 33948 33980 33949
Waltham,MA,42.3889,-71.2423,64723,02452 02451 02453 02454 02455
Commerce City,CO,39.8641,-104.843,64640,80640 80022 80037
Brentwood,CA,37.9356,-121.719,64609,94513
North Little Rock,AR,34.7807,-92.2371,64504,72113 72116 72114 72118 72117 72115 72124 72190 72214
South San Francisco,CA,37.6538,-122.4196,64487,94080 94083
Bellevue,NE,41.1485,-95.939,64355,68147 68123 68005 68157
Burnsville,MN,44.7648,-93.2793,64295,55306 55337
Greenwood,IN,39.6019,-86.1073,64237,46142 46143
Rowlett,TX,32.9155,-96.5489,64139,75089 75088 75030
Laguna Niguel,CA,33.5275,-117.705,64023,92677 92607
Bozeman,MT,45.6833,-111.0558,63917,59718 59715 59719
Port Orange,FL,29.1085,-81.0137,63818,32127 32129 32128 32122 32123
Reston,VA,38.9497,-77.3461,63542,20194 20191 20190 20192 20195 22096
San Clemente,CA,33.4499,-117.6102,63510,92673 92672 92674
Caldwell,ID,43.6453,-116.6594,63465,83607 83605
Coon Rapids,MN,45.1755,-93.3094,63348,55433 55448
Millcreek,UT,40.6892,-111.8292,63342,84117 84124 84109 84106 84107
Eden Prairie,MN,44.8488,-93.4595,63249,55344 55346 55347
Parkersburg,WV,39.2623,-81.542,63236,26104 26101 26103
Hamilton,OH,39.3939,-84.5653,63124,45011 45015 45013
Moore,OK,35.3293,-97.4757,63045,73160 73153
Lakewood,WA,47.1628,-122.5299,63034,98499 98498 98496 98497
Bay City,MI,43.5902,-83.8887,62979,48706 48708
Bossier City,LA,32.5224,-93.6668,62832,71112 71111 71110 71113 71171 71172
Council Bluffs,IA,41.2369,-95.8516,62564,51503 51501 51502
Huntersville,NC,35.406,-80.8716,62458,28078 28070
Taylor,MI,42.226,-83.2688,62405,48180
Hendersonville,TN,36.3063,-86.5997,62390,37075 37077
Sanford,FL,28.7891,-81.2757,62292,32773 32771 32772
La Habra,CA,33.9282,-117.9515,62233,90631 90632 90633
Horizon West,FL,28.4417,-81.6146,62152,34787 34786 32836 34777 34778
Dearborn Heights,MI,42.3164,-83.2769,62099,48127 48125
St. Cloud,FL,28.2363,-81.2779,61963,34769 34771 34772
Pontiac,MI,42.6493,-83.2878,61914,48342 48340 48341 48055 48343
Richland,WA,46.2824,-119.2939,61912,99352 99354
Marietta,GA,33.9533,-84.5422,61773,30090 30060 30062 30064 30067 30008 30006 30007
Florence-Graham,CA,33.9682,-118.2447,61723,90001 90002
Springfield,OR,44.0538,-122.9811,61642,97477 97403 97478 97475
Encinitas,CA,33.0492,-117.261,61585,92007 92075 92024
Wellington,FL,26.6461,-80.2699,61497,33449 33414 33470
Palm Harbor,FL,28.0847,-82.7481,61454,34684 34681 34683 34660 34682
Montebello,CA,34.0155,-118.1108,61376,90640
Woodland,CA,38.6712,-121.75,61256,95776 95695
Bristol,CT,41.6812,-72.9407,61129,06010 06011
Jupiter,FL,26.92,-80.1128,61097,33477 33458 33468
La Mesa,CA,32.7703,-117.0204,60835,91941 91942 91943 91944
Pico Rivera,CA,33.9901,-118.0888,60821,90660 90661 90662
San Rafael,CA,37.9905,-122.5221,60604,94901 94903 94915
Meriden,CT,41.5369,-72.7946,60418,06451 06450
Euless,TX,32.8508,-97.08,60373,76040 75261 76039
Parker,CO,39.5084,-104.7753,60115,80138 80134
Revere,MA,42.4189,-71.004,59933,02151
Stonecrest,GA,33.6842,-84.1372,59917,30035 30038 30058
Chapel Hill,NC,35.9271,-79.0391,59889,27599 27516 27514 27517 27515
White Plains,NY,41.022,-73.7547,59818,10603 10601 10605 10606 10604 10602
Gardena,CA,33.8943,-118.3072,59765,90249 90247
Palm Beach Gardens,FL,26.8466,-80.1679,59751,33418 33410 33412 33403
Taunton,MA,41.9036,-71.0943,59719,02780 02767 02718
Monterey Park,CA,34.0497,-118.1326,59639,91755 91754 91756
West Allis,WI,43.0068,-88.0296,59588,53219 53214 53227
Santee,CA,32.8554,-116.9851,59485,92071 92040
North Miami,FL,25.9008,-80.1686,59429,33167 33160 33161 33168 33181 33261
Blue Springs,MO,39.0124,-94.2721,59416,64014 64015 64013
Des Plaines,IL,42.0345,-87.9008,59408,60018 60016 60017 60019
Kokomo,IN,40.464,-86.1277,59375,46902 46901 46965 46903
Petaluma,CA,38.2423,-122.6266,59321,94954 94952 94953
Shoreline,WA,47.7564,-122.3426,59280,98155 98177 98133 98160
Medford,MA,42.4234,-71.1087,59062,02155 02153 02156
Taylorsville,UT,40.6569,-111.9493,59010,84123 84129 84184
Wylie,TX,33.0362,-96.5161,58991,75098 75407 75173 75166
Cupertino,CA,37.3168,-122.0466,58886,95014 95015 95108 95170
The Hammocks,FL,25.67,-80.4482,58548,33196 33186
Margate,FL,26.2466,-80.2119,58418,33063 33068 33093
Carson City,NV,39.1511,-119.7476,58364,89701 89703 89706 89711 89712 89713 89714
Hoboken,NJ,40.7452,-74.0281,58340,07030
Madison,AL,34.7114,-86.7626,58335,35756 35758
St. Clair Shores,MI,42.4925,-82.8961,58287,48081 48080 48082 48090
St. Peters,MO,38.7825,-90.6061,58200,63376 63304
Midwest City,OK,35.463,-97.371,58170,73110 73141 73130 73140 73196
Severn,MD,39.1355,-76.6956,58041,21144 21077 21076
Lake Havasu City,AZ,34.5006,-114.3113,58037,86403 86406 86404 86405
Lenexa,KS,38.9609,-94.8018,57986,66214 66215 66219 66227 66220 66216 66250
Orland Park,IL,41.6075,-87.8619,57961,60467 60462
Royal Oak,MI,42.5084,-83.1539,57880,48067 48073 48068
Bowie,MD,38.9549,-76.7406,57771,20720 20721 20716 20715 20717 20718 20719
Decatur,AL,34.5731,-86.9905,57760,35603 35601 35602 35609
Bel Air South,MD,39.5022,-76.3113,57702,21009 21015 21014
Towson,MD,39.3944,-76.619,57683,21210 21212 21239 21285 21252 21209 21204 21286 21139 21284
Casa Grande,AZ,32.9069,-111.7624,57590,85194 85193 85122 85130
Coconut Creek,FL,26.2803,-80.1842,57587,33073 33063 33066
Kettering,OH,39.6956,-84.1494,57442,45440 45409 45429 45420 45419 45479
Herriman,UT,40.4899,-112.017,57336,84096
Brookhaven,GA,33.8743,-84.3314,57224,30329 30324 30319 31119
Oak Lawn,IL,41.7139,-87.7528,57098,60453
Lacey,WA,47.0462,-122.7933,57088,98513 98516 98503 98509
Bartlett,TN,35.2337,-89.8195,56998,38002 38135 38133 38134 38029
Highland,CA,34.1113,-117.165,56690,92359 92410 92346
Kannapolis,NC,35.4764,-80.6408,56470,28027 28083 28081 28082
Fountainebleau,FL,25.7723,-80.346,56453,33172 33174 33126 33144
Fountain Valley,CA,33.7105,-117.9514,56358,92708 92728
Bentonville,AR,36.3547,-94.2305,56326,72712 72713
Bradenton,FL,27.4901,-82.5757,56289,34208 34209 34205 34206 34281
Smyrna,GA,33.8633,-84.5168,56285,30126 30082 30080 30081
Sarasota,FL,27.3387,-82.5432,56218,34232 34234 34237 34236 34239 34276
Apopka,FL,28.7015,-81.5316,56202,32712 32703 32768
National City,CA,32.6654,-117.0983,55960,92136 91950 91951
DeSoto,TX,32.5992,-96.8633,55896,75115 75123
Berwyn,IL,41.8433,-87.7909,55888,60402
New Brunswick,NJ,40.487,-74.445,55744,08901 08875 08906 08933
Apple Valley,MN,44.7457,-93.2004,55696,55124
Mount Prospect,IL,42.0641,-87.9375,55648,60056
Arcadia,CA,34.1342,-118.0373,55550,91006 91007 91066 91077
Southaven,MS,34.9514,-89.9786,55531,38651 38671 38672
Tigard,OR,45.4237,-122.7845,55395,97224 97223 97281
Perth Amboy,NJ,40.5202,-74.2724,55278,08861 08862
Chicopee,MA,42.1764,-72.5719,55213,01020 01022 01013 01014 01021
South Whittier,CA,33.9336,-118.0312,55201,90604 90605
West Haven,CT,41.2739,-72.9672,55147,06516 06504
Smyrna,TN,35.9687,-86.5264,55066,37167
Tinley Park,IL,41.567,-87.8049,55007,60477 60487
Hacienda Heights,CA,33.997,-117.9727,54956,91745 91716
Beaumont,CA,33.9076,-116.9766,54817,92223
San Jacinto,CA,33.797,-116.9916,54756,92583 92582 92581
Plainfield,NJ,40.6154,-74.4157,54515,07062 07063 07060 07061
West Sacramento,CA,38.5557,-121.5505,54496,95605 95691 95798 95799 95899
Marana,AZ,32.4355,-111.1558,54487,85653 85741 85743 85742 85658 85652 85740
Yucaipa,CA,34.0336,-117.0429,54348,92399
Peabody,MA,42.5335,-70.9725,54180,01960 01961
Rocky Mount,NC,35.9685,-77.804,54175,27804 27803 27801
Texas City,TX,29.4154,-94.9682,54159,77591 77590 77518 77539 77568
Kentwood,MI,42.8852,-85.5926,54114,49512 49548 49546 49508 49518 49560
Manhattan,KS,39.1886,-96.6048,53951,66506 66502 66503 66505
Colton,CA,34.0538,-117.3255,53798,92324
Aspen Hill,MD,39.0927,-77.0826,53752,20853 20906 20897 20908 20916
Diamond Bar,CA,33.9992,-117.8161,53750,91789 91765
Huntington Park,CA,33.98,-118.2167,53658,90255
Wheaton,IL,41.8561,-88.1085,53453,60187 60189
Pinellas Park,FL,27.8589,-82.7078,53423,33781 33782 33773 33762 33760 33780
Aloha,OR,45.492,-122.8725,53362,97078 97003 97007
Oak Park,IL,41.8872,-87.7899,53315,60301 60302 60304 60303
Minnetonka,MN,44.9322,-93.4598,53256,55345 55343 55305 55391
Twin Falls,ID,42.5645,-114.4613,53219,83301 83303
Edina,MN,44.8914,-93.3602,53125,55424 55436 55435 55439 55410
Westchester,FL,25.7471,-80.3523,53082,33174 33144 33165 33155 33199
Methuen Town,MA,42.734,-71.1889,53043,01844
Normal,IL,40.5217,-88.9884,52908,61761 61790
Elyria,OH,41.376,-82.106,52833,44035 44036
Grand Island,NE,40.9218,-98.3586,52761,68803 68801
Novato,CA,38.092,-122.5575,52689,94949 94945 94947 94998
Paramount,CA,33.8977,-118.1651,52546,90723
Kyle,TX,29.9932,-97.8852,52439,78666 78640
Placentia,CA,33.8807,-117.8553,52384,92870 92811 92871
Wheaton,MD,39.0492,-77.0573,52172,20906 20902 20915
Kendale Lakes,FL,25.7081,-80.4078,52141,33175 33183
Cathedral City,CA,33.8362,-116.4642,52047,92276 92234 92235
Florissant,MO,38.7996,-90.3269,51915,63033 63031 63032
Catalina Foothills,AZ,32.3046,-110.8838,51756,85718 85750 85715 85728
West New York,NJ,40.7857,-74.0094,51683,07093
Lincoln,CA,38.8774,-121.2937,51629,95648
Dunwoody,GA,33.9418,-84.3122,51563,30338 30346 30360 30356 31146
Levittown,NY,40.7241,-73.5125,51557,11714 11756 11783
Palm Desert,CA,33.7378,-116.3695,51551,92260 92211 92255
Mooresville,NC,35.5847,-80.8266,51447,28117 28115
Little Elm,TX,33.1858,-96.9295,51426,75068 76227
Glendora,CA,34.1449,-117.8467,51350,91740 91741
Burien,WA,47.4762,-122.3394,51331,98146 98148 98168 98166 98062
Aliso Viejo,CA,33.5792,-117.7289,51320,92656
Summerville,SC,33.0016,-80.1799,51262,29485 29486 29483 29484
Collierville,TN,35.047,-89.6987,51212,38017 38139 38027
Tamiami,FL,25.7556,-80.4016,51201,33175 33182 33184 33265
Wake Forest,NC,35.9632,-78.514,51199,27587 27588
Hoffman Estates,IL,42.064,-88.1468,51186,60192 60169 60120 60094 60159
Westfield,IN,40.0341,-86.1529,51109,46033 46074
Columbus,IN,39.2093,-85.9183,51104,47203 47201 47202
Troy,NY,42.7354,-73.6751,51054,12182 12180 12181
Country Club,FL,25.9407,-80.3102,51000,33015 33017
Burleson,TX,32.517,-97.3344,50981,76028 76097
East Honolulu,HI,21.2975,-157.7211,50961,96821 96825 96824
Levittown,PA,40.1533,-74.8531,50930,19054 19055 19056 19057 19058
Mishawaka,IN,41.6742,-86.1666,50907,46544 46545 46530 46546
Grapevine,TX,32.9343,-97.0742,50875,75261 76051 76099
Cuyahoga Falls,OH,41.1641,-81.5207,50864,44221 44223 44264 44313 44222
Delano,CA,35.7662,-119.2635,50835,93215
Enid,OK,36.4063,-97.87,50821,73701 73703 73705 73702 73706
Milford city ,CT,41.2255,-73.0625,50749,06461 06460
El Dorado Hills,CA,38.675,-121.049,50553,95762 95682
Rosemead,CA,34.0689,-118.0823,50340,91770 91771 91772
McLean,VA,38.9436,-77.1943,50232,22046 22043 22101 22102 22067 22103 22106 22107 22108 22109
Lakewood,OH,41.4822,-81.8008,50229,44107
Jeffersonville,IN,38.3376,-85.7026,50176,47130 47131 47132 47133 47134 47144 47190 47199
Draper,UT,40.4957,-111.8605,50159,84020
Covina,CA,34.0903,-117.8818,50143,91724 91722 91723
Murray,UT,40.6498,-111.8874,49904,84117 84123 84121 84107 84157
Downers Grove,IL,41.7949,-88.0172,49867,60515 60516
Rockwall,TX,32.9169,-96.4374,49605,75032 75087
Chesterfield,MO,38.6589,-90.5803,49591,63017 63005 63006
St. Louis Park,MN,44.9488,-93.3649,49541,55426 55416
Florin,CA,38.4832,-121.4043,49536,95823 95828
Cypress,CA,33.8171,-118.0386,49531,90630
Eagle Mountain,UT,40.3137,-112.0114,49514,84013 84005
North Bethesda,MD,39.0393,-77.1191,49498,20851 20895 20896 20814 20817 20852
Azusa,CA,34.1386,-117.9124,49318,91702 91010
Lawrence,IN,39.8674,-85.9904,49284,46216 46226 46235 46236 46249
Coral Gables,FL,25.7037,-80.2715,49243,33146 33143 33134 33158 33156 33114 33206 33234
Everett,MA,42.4064,-71.0545,49236,02149
Bedford,TX,32.8464,-97.135,49191,76022 76021 75064 76095
Antelope,CA,38.7153,-121.361,49080,95843
Dublin,OH,40.1112,-83.1454,49031,43017 43016
Portage,MI,42.2,-85.5906,49015,49002 49024 49081
Biloxi,MS,30.4426,-88.9514,49011,39531 39530 39532 39534 39533 39535
Titusville,FL,28.5727,-80.8193,49004,32796 32780 32781
Euclid,OH,41.5903,-81.5188,48991,44132 44119 44117 44123
Ceres,CA,37.5952,-120.962,48918,95358 95351 95307
University,FL,28.0771,-82.4335,48868,33549 33613 33612 33559
Stillwater,OK,36.1317,-97.0742,48818,74078 74077 74075 74074 74076
Leesburg,VA,39.1057,-77.5544,48788,20176 20175 20177 20178
Bothell,WA,47.7735,-122.2044,48610,98021 98011 98041
Tuckahoe,VA,37.5878,-77.5858,48610,23238 23229 23255 23288
Cedar Hill,TX,32.581,-96.9591,48547,75104 75106
Poway,CA,32.9871,-117.0201,48515,92064 92074
Cerritos,CA,33.8678,-118.0686,48340,90703
Hilo,HI,19.6883,-155.0863,48223,96720
Niagara Falls,NY,43.0921,-79.0147,48198,14303 14302 14301 14305 14304
Fort Pierce,FL,27.4255,-80.3431,48094,34949 34947 34981 34982 34950 34948 34954 34979
San Luis Obispo,CA,35.2669,-120.669,48039,93401 93405 93403 93406
Minot,ND,48.2375,-101.278,47922,58707 58703 58701 58702
North Highlands,CA,38.6713,-121.3721,47900,95660 95841
Ocoee,FL,28.5796,-81.5332,47885,34761
Roswell,NM,33.373,-104.5294,47823,88203 88201
Wilson,NC,35.7311,-77.9284,47740,27896 27893 27894 27895
Wauwatosa,WI,43.0616,-88.0347,47718,53213 53225 53226 53222
Glenview,IL,42.0825,-87.8214,47682,60025 60026
Middletown,CT,41.5476,-72.6549,47646,06457 06459
Oro Valley,AZ,32.4208,-110.9767,47595,85755 85704 85742 85737
Brea,CA,33.9254,-117.8655,47337,92821 92823 92822
Rancho Santa Margarita,CA,33.6318,-117.5988,47257,92679 92688
Roseville,MI,42.5074,-82.9369,47240,48066
